2025-12-14T02:56:16.000000000Z [inf]  Starting Container
2025-12-14T02:57:29.282094923Z [inf]      "annotations": []
2025-12-14T02:57:29.282100547Z [inf]    },
2025-12-14T02:57:29.282105296Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:29.282110538Z [inf]  }
2025-12-14T02:57:29.282116394Z [inf]  [GPT-Screen] BTCUSDT: score=65, direction=BUY, hasOpp=true
2025-12-14T02:57:29.282121404Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-14T02:57:29.367035641Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:29.367039829Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:29.715174538Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:29.715373255Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:49.725202828Z [inf]  [Engine] BTCUSDT: BUY (58%)
2025-12-14T02:57:49.725207407Z [inf]  [Engine]   └─ Contexto de rango/lateral (ADX 10.3) y volatilidad baja (ATR 0.134%, BB Width 0.45%), ideal para sca...
2025-12-14T02:57:49.725212033Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-14T02:57:49.725216014Z [inf]  [Engine]   └─ SL: $90080.00 | TP: $90460.00
2025-12-14T02:57:49.725220226Z [inf]  [Engine] Opening BUY BTCUSDT:
2025-12-14T02:57:49.725224720Z [inf]  [Engine]   └─ Quantity: 0.008 @ ~$90228.90
2025-12-14T02:57:49.725228974Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-14T02:57:49.725233119Z [inf]  [Engine]   └─ Capital used: $140.00 (3%)
2025-12-14T02:57:49.725237122Z [inf]  [Engine]   └─ Position value: $699.99
2025-12-14T02:57:49.725241430Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:49.725246916Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:49.725251998Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:49.725257665Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:49.731754809Z [inf]  [Engine] Position opened: LONG BTCUSDT @ $0.00
2025-12-14T02:57:49.731761092Z [inf]  [Engine]   └─ SL: $90080.00 (Infinity%)
2025-12-14T02:57:49.731766184Z [inf]  [Engine]   └─ TP: $90460.00 (Infinity%)
2025-12-14T02:57:55.000216685Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:57:55.000223437Z [inf]    "index": 0,
2025-12-14T02:57:55.000227711Z [inf]    "message": {
2025-12-14T02:57:55.000232842Z [inf]      "role": "assistant",
2025-12-14T02:57:55.000242043Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 60}",
2025-12-14T02:57:55.000247608Z [inf]      "refusal": null,
2025-12-14T02:57:55.000253152Z [inf]      "annotations": []
2025-12-14T02:57:55.000258675Z [inf]    },
2025-12-14T02:57:55.000263856Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:55.000268681Z [inf]  }
2025-12-14T02:57:55.000275017Z [inf]  [GPT-Screen] BTCUSDT: score=60, direction=BUY, hasOpp=true
2025-12-14T02:57:55.000280277Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 60, direction: BUY)
2025-12-14T02:57:55.516196256Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:55.516201175Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:55.516205708Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:55.516209949Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:01.727167461Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:58:01.727176465Z [inf]    "index": 0,
2025-12-14T02:58:01.727180290Z [inf]  [GPT-Screen] ETHUSDT: score=65, direction=SELL, hasOpp=true
2025-12-14T02:58:01.727183362Z [inf]    "message": {
2025-12-14T02:58:01.727190030Z [inf]      "role": "assistant",
2025-12-14T02:58:01.727193088Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 65, direction: SELL)
2025-12-14T02:58:01.727197701Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 65}",
2025-12-14T02:58:01.727203802Z [inf]      "refusal": null,
2025-12-14T02:58:01.727210897Z [inf]    },
2025-12-14T02:58:01.727210916Z [inf]      "annotations": []
2025-12-14T02:58:01.727223667Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:01.727230614Z [inf]  }
2025-12-14T02:58:02.538230917Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:02.538242221Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:02.538248741Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:02.538254867Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:08.723094955Z [inf]  [Engine] BTCUSDT: BUY (58%)
2025-12-14T02:58:08.723112193Z [inf]  [Engine]   └─ Contexto de scalping en rango con volatilidad muy baja (ATR 0.134%, BB Width 0.45%) y precio justo e...
2025-12-14T02:58:08.723117179Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-14T02:58:08.723122089Z [inf]  [Engine]   └─ SL: $90080.00 | TP: $90425.00
2025-12-14T02:58:10.099096337Z [inf]  [Engine]   └─ Quantity: 0.008 @ ~$90229.00
2025-12-14T02:58:10.099110116Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-14T02:58:10.099115611Z [inf]  [Engine]   └─ Capital used: $135.67 (3%)
2025-12-14T02:58:10.099119816Z [inf]  [Engine]   └─ Position value: $678.33
2025-12-14T02:58:10.099157436Z [inf]  [Engine] Opening BUY BTCUSDT:
2025-12-14T02:58:10.779955199Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:10.975640546Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:10.975648918Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:10.975656399Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:11.771509626Z [inf]  [Engine] Position opened: LONG BTCUSDT @ $0.00
2025-12-14T02:58:11.771517565Z [inf]  [Engine]   └─ SL: $90080.00 (Infinity%)
2025-12-14T02:58:11.771527330Z [inf]  [Engine]   └─ TP: $90425.00 (Infinity%)
2025-12-14T02:58:12.211102108Z [err]  [Engine] Invalid PnL calculation: currentPrice=90229, entryPrice=0
2025-12-14T02:58:18.913694241Z [inf]  [Engine] ETHUSDT: SELL (56%)
2025-12-14T02:58:18.913700865Z [inf]  [Engine]   └─ Mercado en rango (ADX 12.7) y el precio está prácticamente en el POC (3113.43), lo que favorece scal...
2025-12-14T02:58:18.913707594Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-14T02:58:18.913712674Z [inf]  [Engine]   └─ SL: $3131.20 | TP: $3107.10
2025-12-14T02:58:20.750449472Z [inf]  [Engine] Opening SELL ETHUSDT:
2025-12-14T02:58:20.750455383Z [inf]  [Engine]   └─ Quantity: 0.168 @ ~$3118.67
2025-12-14T02:58:20.750461484Z [inf]  [Engine]   └─ Leverage: 4x
2025-12-14T02:58:20.750472657Z [inf]  [Engine]   └─ Capital used: $131.34 (3%)
2025-12-14T02:58:20.750479973Z [inf]  [Engine]   └─ Position value: $525.34
2025-12-14T02:58:21.312655510Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:21.845039893Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:21.845083193Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:21.845092028Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:22.120149129Z [inf]  [Engine] Position opened: SHORT ETHUSDT @ $0.00
2025-12-14T02:58:22.120161132Z [inf]  [Engine]   └─ SL: $3131.20 (Infinity%)
2025-12-14T02:58:22.120169645Z [inf]  [Engine]   └─ TP: $3107.10 (Infinity%)
2025-12-14T02:58:23.837411685Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:58:23.837416893Z [inf]    "index": 0,
2025-12-14T02:58:23.837422121Z [inf]    "message": {
2025-12-14T02:58:23.837427668Z [inf]      "role": "assistant",
2025-12-14T02:58:23.837433192Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-14T02:58:23.837439159Z [inf]      "refusal": null,
2025-12-14T02:58:23.837444619Z [inf]      "annotations": []
2025-12-14T02:58:23.837448672Z [inf]    },
2025-12-14T02:58:23.837452065Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:23.837456143Z [inf]  }
2025-12-14T02:58:23.837459900Z [inf]  [GPT-Screen] ETHUSDT: score=65, direction=BUY, hasOpp=true
2025-12-14T02:58:23.837464201Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-14T02:58:23.837468005Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:23.968576214Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:24.010366996Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:24.010376046Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:26.913185181Z [inf]  }
2025-12-14T02:58:26.913196318Z [inf]  [GPT-Screen] BTCUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:58:26.913202696Z [inf]  [Engine] BTCUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:58:26.913220570Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:26.913229663Z [inf]      "annotations": []
2025-12-14T02:58:26.913242420Z [inf]    },
2025-12-14T02:58:26.913254091Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:58:26.913266345Z [inf]    "index": 0,
2025-12-14T02:58:26.913275350Z [inf]    "message": {
2025-12-14T02:58:26.913280889Z [inf]      "role": "assistant",
2025-12-14T02:58:26.913292441Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:58:26.913302935Z [inf]      "refusal": null,
2025-12-14T02:58:28.024061290Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:58:28.024070212Z [inf]    "index": 0,
2025-12-14T02:58:28.024079741Z [inf]    "message": {
2025-12-14T02:58:28.024087191Z [inf]      "role": "assistant",
2025-12-14T02:58:28.024095202Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 10}",
2025-12-14T02:58:28.024102034Z [inf]      "refusal": null,
2025-12-14T02:58:28.024109322Z [inf]      "annotations": []
2025-12-14T02:58:28.024116228Z [inf]    },
2025-12-14T02:58:28.024125546Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:28.024134090Z [inf]  }
2025-12-14T02:58:28.024147979Z [inf]  [GPT-Screen] BNBUSDT: score=10, direction=NONE, hasOpp=false
2025-12-14T02:58:28.024155348Z [inf]  [Engine] BNBUSDT: No opportunity (score: 10) - skipping full analysis
2025-12-14T02:58:35.063455570Z [inf]  [Engine] ETHUSDT: BUY (58%)
2025-12-14T02:58:35.063468599Z [inf]  [Engine]   └─ Contexto de rango con volatilidad baja (ADX 12.7, BB width 0.66%, ATR 0.244%), ideal para scalping p...
2025-12-14T02:58:35.063479640Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-14T02:58:35.063486240Z [inf]  [Engine]   └─ SL: $3107.00 | TP: $3130.00
2025-12-14T02:58:36.962770092Z [inf]  [Engine] Opening BUY ETHUSDT:
2025-12-14T02:58:36.962777966Z [inf]  [Engine]   └─ Quantity: 0.163 @ ~$3118.66
2025-12-14T02:58:36.962784506Z [inf]  [Engine]   └─ Leverage: 4x
2025-12-14T02:58:36.962794864Z [inf]  [Engine]   └─ Capital used: $127.41 (3%)
2025-12-14T02:58:36.962802083Z [inf]  [Engine]   └─ Position value: $509.62
2025-12-14T02:58:37.313846659Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:37.861648363Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:37.861654961Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:37.861662372Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:38.174236872Z [inf]  [Engine] Position opened: LONG ETHUSDT @ $0.00
2025-12-14T02:58:38.174244529Z [inf]  [Engine]   └─ SL: $3107.00 (Infinity%)
2025-12-14T02:58:38.174249747Z [inf]  [Engine]   └─ TP: $3130.00 (Infinity%)
2025-12-14T02:58:41.528871637Z [inf]  [Engine] SOLUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-14T02:58:41.529005718Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:58:41.529011610Z [inf]    "index": 0,
2025-12-14T02:58:41.529017493Z [inf]    "message": {
2025-12-14T02:58:41.529023551Z [inf]      "role": "assistant",
2025-12-14T02:58:41.529030416Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-14T02:58:41.529037435Z [inf]      "refusal": null,
2025-12-14T02:58:41.529043667Z [inf]      "annotations": []
2025-12-14T02:58:41.529050234Z [inf]    },
2025-12-14T02:58:41.529056005Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:41.529062107Z [inf]  }
2025-12-14T02:58:41.529068024Z [inf]  [GPT-Screen] SOLUSDT: score=40, direction=NONE, hasOpp=false
2025-12-14T02:58:43.477075098Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:58:43.477088057Z [inf]    "index": 0,
2025-12-14T02:58:43.477095844Z [inf]    "message": {
2025-12-14T02:58:43.477102726Z [inf]      "role": "assistant",
2025-12-14T02:58:43.477109557Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-14T02:58:43.477117061Z [inf]      "refusal": null,
2025-12-14T02:58:43.477135396Z [inf]      "annotations": []
2025-12-14T02:58:43.477142188Z [inf]    },
2025-12-14T02:58:43.477148228Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:43.477155134Z [inf]  }
2025-12-14T02:58:43.477160949Z [inf]  [GPT-Screen] ETHUSDT: score=40, direction=NONE, hasOpp=false
2025-12-14T02:58:43.477167404Z [inf]  [Engine] ETHUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-14T02:58:49.059201890Z [inf]    "index": 0,
2025-12-14T02:58:49.059216063Z [inf]    "message": {
2025-12-14T02:58:49.059222663Z [inf]      "role": "assistant",
2025-12-14T02:58:49.059228246Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:58:49.059234169Z [inf]      "refusal": null,
2025-12-14T02:58:49.059240150Z [inf]      "annotations": []
2025-12-14T02:58:49.059245358Z [inf]    },
2025-12-14T02:58:49.059250032Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:49.059256367Z [inf]  }
2025-12-14T02:58:49.059264977Z [inf]  [GPT-Screen] XRPUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:58:49.059269514Z [inf]  [Engine] XRPUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:58:49.059343157Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:58:52.194972686Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:58:52.194978185Z [inf]    "index": 0,
2025-12-14T02:58:52.194982894Z [inf]    "message": {
2025-12-14T02:58:52.194987279Z [inf]      "role": "assistant",
2025-12-14T02:58:52.194992829Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-14T02:58:52.194999088Z [inf]      "refusal": null,
2025-12-14T02:58:52.195005533Z [inf]      "annotations": []
2025-12-14T02:58:52.195011703Z [inf]    },
2025-12-14T02:58:52.195017677Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:52.195023840Z [inf]  }
2025-12-14T02:58:52.195029641Z [inf]  [GPT-Screen] BTCUSDT: score=35, direction=NONE, hasOpp=false
2025-12-14T02:58:52.195036362Z [inf]  [Engine] BTCUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-14T02:58:52.246835358Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:58:52.246841946Z [inf]    "index": 0,
2025-12-14T02:58:52.246846166Z [inf]    "message": {
2025-12-14T02:58:52.246850248Z [inf]      "role": "assistant",
2025-12-14T02:58:52.246853836Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 62}",
2025-12-14T02:58:52.246858722Z [inf]      "refusal": null,
2025-12-14T02:58:52.246863776Z [inf]      "annotations": []
2025-12-14T02:58:52.246867538Z [inf]    },
2025-12-14T02:58:52.246871371Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:52.246875260Z [inf]  }
2025-12-14T02:58:52.246879040Z [inf]  [GPT-Screen] BNBUSDT: score=62, direction=SELL, hasOpp=true
2025-12-14T02:58:52.246882752Z [inf]  [Engine] BNBUSDT: Opportunity detected! (score: 62, direction: SELL)
2025-12-14T02:58:52.443437162Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:53.076177112Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:53.076185125Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:53.076194061Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:57.195666398Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:57.195667494Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:58:57.195672843Z [inf]    "index": 0,
2025-12-14T02:58:57.195693171Z [inf]    "message": {
2025-12-14T02:58:57.195702795Z [inf]      "role": "assistant",
2025-12-14T02:58:57.195710440Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 58}",
2025-12-14T02:58:57.195718458Z [inf]      "refusal": null,
2025-12-14T02:58:57.195724089Z [inf]      "annotations": []
2025-12-14T02:58:57.195735080Z [inf]    },
2025-12-14T02:58:57.195742229Z [inf]    "finish_reason": "stop"
2025-12-14T02:58:57.195748480Z [inf]  }
2025-12-14T02:58:57.195755111Z [inf]  [GPT-Screen] BNBUSDT: score=58, direction=BUY, hasOpp=true
2025-12-14T02:58:57.195761048Z [inf]  [Engine] BNBUSDT: Opportunity detected! (score: 58, direction: BUY)
2025-12-14T02:58:57.249673919Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:57.255782668Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:58:57.262715320Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:03.218991952Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:59:03.218996501Z [inf]    "index": 0,
2025-12-14T02:59:03.219002687Z [inf]    "message": {
2025-12-14T02:59:03.219008140Z [inf]      "role": "assistant",
2025-12-14T02:59:03.219012822Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-14T02:59:03.219017875Z [inf]      "refusal": null,
2025-12-14T02:59:03.219023342Z [inf]      "annotations": []
2025-12-14T02:59:03.219027549Z [inf]    },
2025-12-14T02:59:03.219031897Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:03.219038101Z [inf]  }
2025-12-14T02:59:03.219042400Z [inf]  [GPT-Screen] ETHUSDT: score=65, direction=BUY, hasOpp=true
2025-12-14T02:59:03.219047516Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-14T02:59:03.488500750Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:03.488509587Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:03.490018750Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:03.503109056Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:04.400135539Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-14T02:59:04.400144140Z [inf]    "index": 0,
2025-12-14T02:59:04.400150576Z [inf]    "message": {
2025-12-14T02:59:04.400156638Z [inf]      "role": "assistant",
2025-12-14T02:59:04.400162433Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-14T02:59:04.400169932Z [inf]      "refusal": null,
2025-12-14T02:59:04.400175536Z [inf]      "annotations": []
2025-12-14T02:59:04.400181232Z [inf]    },
2025-12-14T02:59:04.400186948Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:04.400192631Z [inf]  }
2025-12-14T02:59:04.400198131Z [inf]  [GPT-Screen] LINKUSDT: score=40, direction=NONE, hasOpp=false
2025-12-14T02:59:04.400204026Z [inf]  [Engine] LINKUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-14T02:59:07.726435935Z [inf]  [Engine] BNBUSDT: SELL (58%)
2025-12-14T02:59:07.726447929Z [inf]  [Engine]   └─ BNBUSDT está en régimen de rango (ADX 11.5) con el precio prácticamente en el POC (895.81), lo que f...
2025-12-14T02:59:07.726453182Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-14T02:59:07.726459853Z [inf]  [Engine]   └─ SL: $898.10 | TP: $894.30
2025-12-14T02:59:09.991031457Z [inf]  [Engine] Opening SELL BNBUSDT:
2025-12-14T02:59:09.991037916Z [inf]  [Engine]   └─ Quantity: 0.73 @ ~$896.94
2025-12-14T02:59:09.991044398Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-14T02:59:09.991050204Z [inf]  [Engine]   └─ Capital used: $131.20 (3%)
2025-12-14T02:59:09.991056207Z [inf]  [Engine]   └─ Position value: $656.00
2025-12-14T02:59:10.663117897Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:10.663122162Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:10.819566297Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:10.833826330Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:11.554180715Z [inf]  [Engine] Position opened: SHORT BNBUSDT @ $0.00
2025-12-14T02:59:11.554187037Z [inf]  [Engine]   └─ SL: $898.10 (Infinity%)
2025-12-14T02:59:11.554193569Z [inf]  [Engine]   └─ TP: $894.30 (Infinity%)
2025-12-14T02:59:14.925933069Z [inf]  [Engine] BNBUSDT: BUY (58%)
2025-12-14T02:59:14.925939429Z [inf]  [Engine]   └─ BNB está en régimen de rango con ADX 11.5 (poca tendencia) y volatilidad baja (ATR 0.192%, BB Width ...
2025-12-14T02:59:14.925944565Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-14T02:59:14.925950929Z [inf]  [Engine]   └─ SL: $894.30 | TP: $898.70
2025-12-14T02:59:16.118495375Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-14T02:59:17.604216263Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:17.604228215Z [inf]  }
2025-12-14T02:59:17.604239145Z [inf]  [GPT-Screen] AVAXUSDT: score=35, direction=NONE, hasOpp=false
2025-12-14T02:59:17.604245650Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-14T02:59:17.604450077Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-14T02:59:17.604457106Z [inf]    "index": 0,
2025-12-14T02:59:17.604464545Z [inf]    "message": {
2025-12-14T02:59:17.604471708Z [inf]      "role": "assistant",
2025-12-14T02:59:17.604480596Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-14T02:59:17.604489921Z [inf]      "refusal": null,
2025-12-14T02:59:17.604497620Z [inf]      "annotations": []
2025-12-14T02:59:17.604504976Z [inf]    },
2025-12-14T02:59:20.511682412Z [inf]  [Engine] ETHUSDT: BUY (58%)
2025-12-14T02:59:20.511689573Z [inf]  [Engine]   └─ Contexto de rango con volatilidad baja (ADX 12.7 y BB Width 0.68%), ideal para scalp de mean-reversi...
2025-12-14T02:59:20.511697252Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-14T02:59:20.511703084Z [inf]  [Engine]   └─ SL: $3110.80 | TP: $3128.85
2025-12-14T02:59:21.980725349Z [inf]  [Engine] Opening BUY ETHUSDT:
2025-12-14T02:59:21.980731091Z [inf]  [Engine]   └─ Quantity: 0.204 @ ~$3121.72
2025-12-14T02:59:21.980736665Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-14T02:59:21.980742188Z [inf]  [Engine]   └─ Capital used: $127.27 (3%)
2025-12-14T02:59:21.980747576Z [inf]  [Engine]   └─ Position value: $636.35
2025-12-14T02:59:23.635306686Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:23.637732412Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:23.637742929Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:23.637748196Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:24.659287439Z [inf]  [Engine]   └─ TP: $3128.85 (Infinity%)
2025-12-14T02:59:24.659367606Z [inf]  [Engine] Position opened: LONG ETHUSDT @ $0.00
2025-12-14T02:59:24.659375286Z [inf]  [Engine]   └─ SL: $3110.80 (Infinity%)
2025-12-14T02:59:25.155910838Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:59:25.155914963Z [inf]    "index": 0,
2025-12-14T02:59:25.155919178Z [inf]    "message": {
2025-12-14T02:59:25.155923513Z [inf]      "role": "assistant",
2025-12-14T02:59:25.155927849Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 68}",
2025-12-14T02:59:25.155931781Z [inf]      "refusal": null,
2025-12-14T02:59:25.155937549Z [inf]      "annotations": []
2025-12-14T02:59:25.155941998Z [inf]    },
2025-12-14T02:59:25.155946044Z [inf]    "finish_reason": "stop"
2025-12-14T02:59:25.155951200Z [inf]  }
2025-12-14T02:59:25.155955197Z [inf]  [GPT-Screen] BTCUSDT: score=68, direction=BUY, hasOpp=true
2025-12-14T02:59:25.155986537Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 68, direction: BUY)
2025-12-14T02:59:25.645757068Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:25.645762979Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:25.645769180Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:25.645775774Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:59:27.674792637Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-14T02:59:27.674799154Z [inf]    "index": 0,
2025-12-14T02:59:27.674805806Z [inf]    "message": {
2025-12-14T02:59:27.674811409Z [inf]      "role": "assistant",
2025-12-14T02:59:27.674819475Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 22}",
2025-12-14T02:59:27.674825434Z [inf]      "refusal": null,
2025-12-14T02:59:27.674830645Z [inf]      "annotations": []
2025-12-14T02:59:27.674836651Z [inf]    },
